title,price,total sold,link
Automate the Boring Stuff with Python: Practical Programming for Total Beginners,$9.99,2,https://www.ebay.com/itm/Automate-the-Boring-Stuff-with-Python-Practical-Programming-for-Total-Beginners/333742863941?hash=item4db49ff645:g:xcIAAOSwZfBfeWGi	
Python Programming: An Introduction to Computer Science - Paperback Very Good,$9.99,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-Paperback-Very-Good/193706758659?epid=92388121&hash=item2d19d29203:g:KtQAAOSw4CFYo61o	
"Automate the Boring Stuff with Python, 2nd Edition: Practical Programming for…",$30.00,0,https://www.ebay.com/itm/Automate-the-Boring-Stuff-with-Python-2nd-Edition-Practical-Programming-for/313201172343?epid=17038376458&hash=item48ec3e9f77:g:vtUAAOSw4etfS9p7	
Head First Programming: A learner's guide to programming using the Python langua,$6.77,0,https://www.ebay.com/itm/Head-First-Programming-A-learners-guide-to-programming-using-the-Python-langua/184438862397?epid=74195384&hash=item2af169b23d:g:OYwAAOSwB-1YrW~q	
"Python Crash Course: A Hands-On, Project-Based Introduction t... by Eric Matthes",$15.49,0,https://www.ebay.com/itm/Python-Crash-Course-A-Hands-On-Project-Based-Introduction-t-by-Eric-Matthes/353147791207?epid=204248933&hash=item52393fa767:g:SJkAAOSwLNtfL0et	
Python Programming for Beginners #132,$7.99,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-132/373265585042?hash=item56e85cd392:g:9yIAAOSwSyJfgYvu	
Programming PYTHON: Programming Guide For Beginners: LEARN IN A DAY!,$13.72,0,https://www.ebay.com/itm/Programming-PYTHON-Programming-Guide-For-Beginners-LEARN-IN-A-DAY/184387248472?epid=215990748&hash=item2aee562158:g:ewQAAOSwPzZfJ7hh	
Python for Biologists : A Complete Programming Course for Beginners by Martin...,0,0,https://www.ebay.com/itm/Python-for-Biologists-A-Complete-Programming-Course-for-Beginners-by-Martin/392977431990?epid=202448455&hash=item5b7f47bdb6:g:ynQAAOSwiONYO2V7	
"Python Programming (Third Edition) by Dawson, Mike Paperback Book The Fast Free",$10.00,0,https://www.ebay.com/itm/Python-Programming-Third-Edition-by-Dawson-Mike-Paperback-Book-The-Fast-Free/254699377606?epid=74227442&hash=item3b4d4413c6:g:ivwAAOSwSlBYv1fa	
Beginning Programming with Python for Dummies (Paperback or Softback),$25.77,6,https://www.ebay.com/itm/Beginning-Programming-with-Python-for-Dummies-Paperback-or-Softback/263700007317?epid=239814108&hash=item3d65bec995:g:piAAAOSwY8JfHGqg	
Python Programming for Beginners : The Ultimate Beginners Crash Course to Lea...,$13.23,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-The-Ultimate-Beginners-Crash-Course-to-Lea/274163462820?epid=235536667&hash=item3fd56a72a4:g:S5wAAOSwkc5fAtYh	
Python: Learn Python Programming,$21.11,0,https://www.ebay.com/itm/Python-Learn-Python-Programming/184088549110?epid=227564941&hash=item2adc8856f6:g:UvkAAOSwb5xfhbSu	
Python: Python Programming For Beginners,$12.44,0,https://www.ebay.com/itm/Python-Python-Programming-For-Beginners/184093052627?epid=227680372&hash=item2adccd0ed3:g:CboAAOSwvndfhcSc	
"Python Programming: An Introduction to Computer Science, 3rd Ed.",$32.12,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-3rd-Ed/114437652276?epid=234931902&hash=item1aa503ff34:i:114437652276	
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",$20.44,0,https://www.ebay.com/itm/Python-Crash-Course-A-Hands-On-Project-Based-Introduction-to-Programming/274491302178?epid=204248933&hash=item3fe8f4e122:g:NakAAOSwjqVZGzTo	
"Python Programming : An Introduction to Computer Science by John M. Zelle (2003,",0,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-by-John-M-Zelle-2003/333751255046?epid=30224704&hash=item4db5200006:g:cU8AAOSw4CFYp-rr	
Introduction to Computation and Programming Using Python: With Application to Un,$25.90,0,https://www.ebay.com/itm/Introduction-to-Computation-and-Programming-Using-Python-With-Application-to-Un/284043019620?epid=221599978&hash=item4222488564:g:1xgAAOSwax5YsVaG	
Programming in Python 3:A Complete Introduction to the Python Language 2nd Ed.,$30.00,0,https://www.ebay.com/itm/Programming-in-Python-3-A-Complete-Introduction-to-the-Python-Language-2nd-Ed/254521488491?epid=69717669&hash=item3b42a9b46b:g:pIAAAOSwg-VeUyTl	
Introduction to Computation and Programming Using Python,$24.00,0,https://www.ebay.com/itm/Introduction-to-Computation-and-Programming-Using-Python/313164051200?epid=150493851&hash=item48ea083300:g:K5EAAOSw4CFYol~e	
Python Programming For Arduino,$61.28,0,https://www.ebay.com/itm/Python-Programming-For-Arduino/184052649341?epid=210346455&hash=item2ada648d7d:g:8OQAAOSw2S1fhrX5	
Python High Performance Programming (Paperback or Softback),$38.16,0,https://www.ebay.com/itm/Python-High-Performance-Programming-Paperback-or-Softback/382754045743?epid=203513221&hash=item591deb3f2f:g:wxYAAOSwIOhe3TXk	
Foundations Of Python Network Programming,$53.38,1,https://www.ebay.com/itm/Foundations-Of-Python-Network-Programming/184088584022?epid=201638844&hash=item2adc88df56:g:zPEAAOSwGLpfhDJJ	
ProgrammingSeries Ser.: Python Programming : An Introduction to Computer Science,0,0,https://www.ebay.com/itm/ProgrammingSeries-Ser-Python-Programming-An-Introduction-to-Computer-Science/303719244346?epid=92388121&hash=item46b713e23a:g:YBAAAOSwRbhfY8zH	
Elements of Programming Interviews in Python #91,$9.59,0,https://www.ebay.com/itm/Elements-of-Programming-Interviews-in-Python-91/402480072862?hash=item5db5ae889e:g:5ysAAOSwNJZfffZq	
Foundations of Python Network Programming,$17.10,0,https://www.ebay.com/itm/Foundations-of-Python-Network-Programming/283929584489?epid=30473599&hash=item421b85a369:g:JcQAAOSwY~VZcNs0	
Eric Matthes Python Crash Course  Book 1593276036,$17.50,0,https://www.ebay.com/itm/Eric-Matthes-Python-Crash-Course-Book-1593276036/333739029482?epid=204248933&hash=item4db46573ea:g:q50AAOSwE7lfdMHs	
Python High Performance Programming Paperback GABRIELE LANARO,$25.13,0,https://www.ebay.com/itm/Python-High-Performance-Programming-Paperback-GABRIELE-LANARO/313232800794?epid=203513221&hash=item48ee213c1a:g:ItwAAMXQVT9TCji~	
Core Python Programming [2nd Edition],$6.08,0,https://www.ebay.com/itm/Core-Python-Programming-2nd-Edition/353166618007?epid=52775542&hash=item523a5eed97:g:v7EAAOSw2gxYol5j	
Introduction to Python Programming by GowriShankar S. & Veena A. E. Book  E1,$9.99,4,https://www.ebay.com/itm/Introduction-to-Python-Programming-by-GowriShankar-S-Veena-A-E-Book-E1/333389354995?hash=item4d9f8dd7f3:g:iUYAAOSwb4VeIEN1	
Beginning Programming with Python for Dummies,$9.99,0,https://www.ebay.com/itm/Beginning-Programming-with-Python-for-Dummies/333753776156?hash=item4db546781c:g:UWoAAOSw6JpfhtSl	
"Programming Python : Object-Oriented Scripting by Mark Lutz (2001, Trade Paperb…",0,0,https://www.ebay.com/itm/Programming-Python-Object-Oriented-Scripting-by-Mark-Lutz-2001-Trade-Paperb/143781067173?epid=201355&hash=item217a04f9a5:g:OFwAAOSw4A5YpJQ7	
Advanced Python Programming,$58.59,0,https://www.ebay.com/itm/Advanced-Python-Programming/184246335730?epid=9038804164&hash=item2ae5eff8f2:g:ygUAAOSwIWxej2II	
Programming with Python by Tim Altom,$8.05,1,https://www.ebay.com/itm/Programming-with-Python-by-Tim-Altom/143540029557?epid=1617308&hash=item216ba70875:g:~YYAAOSwpIxZcWrY	
Murach's Python Programming,$54.18,0,https://www.ebay.com/itm/Murachs-Python-Programming/184246313339?epid=237450192&hash=item2ae5efa17b:g:xPcAAOSwU4lfhro4	
A Primer on Scientific Programming with Python #119,$10.55,0,https://www.ebay.com/itm/A-Primer-on-Scientific-Programming-with-Python-119/293770611853?hash=item446617cc8d:g:bxQAAOSwzqJffWli	
Python Programming For Beginners: The Ultimate Beginners Crash Course To Le...,$11.05,1,https://www.ebay.com/itm/Python-Programming-For-Beginners-The-Ultimate-Beginners-Crash-Course-To-Le/184091539024?epid=235536667&hash=item2adcb5f650:g:3h0AAOSwGz9fhY69	
Python Programming for the Absolute Beginner Paperback Michael Dawson,$9.10,0,https://www.ebay.com/itm/Python-Programming-for-the-Absolute-Beginner-Paperback-Michael-Dawson/392971557788?epid=74227442&hash=item5b7eee1b9c:g:ivwAAOSwSlBYv1fa	
Black Hat Python : Python Programming for Hackers and Pentesters by Justin Seitz,$20.00,0,https://www.ebay.com/itm/Black-Hat-Python-Python-Programming-for-Hackers-and-Pentesters-by-Justin-Seitz/224191415716?epid=201611591&hash=item3432d985a4:g:8tMAAOSwlMFZHE~g	
Python Programming: An Introduction to Computer Science - Paperback - GOOD,$9.41,5,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-Paperback-GOOD/274289514411?epid=92388121&hash=item3fdcedd7ab:g:QusAAOSwKWJfPIf5	
Functional Python Programming Paperback Steven Lott,$6.84,5,https://www.ebay.com/itm/Functional-Python-Programming-Paperback-Steven-Lott/274407814363?epid=28038487803&hash=item3fe3faf4db:g:0IAAAOSwx5le8-HK	
Introduction To Python Programming,$14.82,0,https://www.ebay.com/itm/Introduction-To-Python-Programming/184091467877?epid=208670134&hash=item2adcb4e065:g:lqQAAOSw-QtfhYN4	
Python High Performance Programming : Boost the Performance of Your Python Pr...,$33.82,0,https://www.ebay.com/itm/Python-High-Performance-Programming-Boost-the-Performance-of-Your-Python-Pr/193666561792?epid=203513221&hash=item2d176d3700:g:wXcAAOSwsQNfYnYR	
Learn Python Programming - Second Edition,$44.19,0,https://www.ebay.com/itm/Learn-Python-Programming-Second-Edition/184246339480?epid=10038398784&hash=item2ae5f00798:g:P-wAAOSwD-5ej2JA	
Python Programming for Beginners : An Introduction to the Python Computer...,$14.00,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-An-Introduction-to-the-Python-Computer/254659368646?epid=205598509&hash=item3b4ae196c6:g:85YAAOSw40NfF5no	
Python programming: The ultimate beginners guide to learn Python language fun...,$21.24,0,https://www.ebay.com/itm/Python-programming-The-ultimate-beginners-guide-to-learn-Python-language-fun/353173177920?epid=25038598855&hash=item523ac30640:g:NXEAAOSwOhVfOkAz	
For the Absolute Beginner Ser.: Python Programming for the Absolute Beginner by…,0,0,https://www.ebay.com/itm/For-the-Absolute-Beginner-Ser-Python-Programming-for-the-Absolute-Beginner-by/164443163593?epid=74227442&hash=item2649938bc9:g:ivwAAOSwSlBYv1fa	
Python Programming: An Introduction to Computer Science,$4.54,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science/353225796949?epid=92388121&hash=item523de5ed55:g:KtQAAOSw4CFYo61o	
Python : Programming in Context by David L. Ranum and Bradley N. Miller...,$7.00,0,https://www.ebay.com/itm/Python-Programming-in-Context-by-David-L-Ranum-and-Bradley-N-Miller/402454708093?epid=143687278&hash=item5db42b7f7d:g:iZYAAOxye2lSX0Io	
Gateway To Python Programming,$13.94,0,https://www.ebay.com/itm/Gateway-To-Python-Programming/184094916141?hash=item2adce97e2d:g:1Y4AAOSw0LlfhG63	
"Python Programming: An Introduction to Computer Science  Zelle, John  Acceptable",$8.55,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-Zelle-John-Acceptable/313239480838?epid=92388121&hash=item48ee872a06:g:KtQAAOSw4CFYo61o	
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",$14.79,0,https://www.ebay.com/itm/Python-Crash-Course-A-Hands-On-Project-Based-Introduction-to-Programming/353201960563?epid=204248933&hash=item523c7a3673:g:NakAAOSwjqVZGzTo	
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming, Matt",$15.75,0,https://www.ebay.com/itm/Python-Crash-Course-A-Hands-On-Project-Based-Introduction-to-Programming-Matt/313224430168?epid=204248933&hash=item48eda18258:g:NakAAOSwjqVZGzTo	
Python Programming: A Complete Step by Step Guide for Beginners,$13.74,1,https://www.ebay.com/itm/Python-Programming-A-Complete-Step-by-Step-Guide-for-Beginners/184388570258?epid=7038732839&hash=item2aee6a4c92:g:1csAAOSwAi9fKMq4	
"Python Programming (Third Edition) by Dawson, Mike Paperback Book The Fast Free",$16.80,0,https://www.ebay.com/itm/Python-Programming-Third-Edition-by-Dawson-Mike-Paperback-Book-The-Fast-Free/124379280784?epid=74227442&hash=item1cf5953590:g:ivwAAOSwSlBYv1fa	
Python Programming in Context,$15.29,0,https://www.ebay.com/itm/Python-Programming-in-Context/184383512254?epid=143687278&hash=item2aee1d1ebe:g:iZYAAOxye2lSX0Io	
Python Programming Techniques: The Art Of Coding And Programming Explained,$8.90,0,https://www.ebay.com/itm/Python-Programming-Techniques-The-Art-Of-Coding-And-Programming-Explained/184110099945?epid=245764385&hash=item2addd12de9:g:3JcAAOSwj1hfhrge	
Python Programming In A Day,$35.99,0,https://www.ebay.com/itm/Python-Programming-In-A-Day/184050813912?epid=229424571&hash=item2ada488bd8:g:eGUAAOSwRZtfhErW	
"Python Programming in Context Miller, Bradley N.",$15.50,0,https://www.ebay.com/itm/Python-Programming-in-Context-Miller-Bradley-N/284044311786?epid=143687278&hash=item42225c3cea:g:iZYAAOxye2lSX0Io	
Python Programming Fundamentals,$53.13,0,https://www.ebay.com/itm/Python-Programming-Fundamentals/184111231290?epid=208661274&hash=item2adde2713a:g:dj0AAOSwv9pfhWZu	
Python Programming for Beginners: An Introduction to the Python Computer Languag,$16.29,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-An-Introduction-to-the-Python-Computer-Languag/283984567631?epid=205598509&hash=item421ecc9d4f:g:XR8AAOSw3v5YqOVN	
"Introduction to Computing and Programming in Python, a Multimedia Approach by...",0,0,https://www.ebay.com/itm/Introduction-to-Computing-and-Programming-in-Python-a-Multimedia-Approach-by/353238012068?epid=70445754&hash=item523ea050a4:g:-wQAAOSwQSBfWUr2	
Python Programming for Beginners: An Introduction to the Python Computer Languag,$17.59,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-An-Introduction-to-the-Python-Computer-Languag/383752506414?epid=205598509&hash=item59596e8c2e:g:XR8AAOSw3v5YqOVN	
Black Hat Python: Python Programming for Hackers and Pentesters Paperback,$19.99,0,https://www.ebay.com/itm/Black-Hat-Python-Python-Programming-for-Hackers-and-Pentesters-Paperback/284043505784?epid=201611591&hash=item42224ff078:g:rWMAAOSwy~NfhNhj	
Automate the Boring Stuff with Python: Practical Programming for Total Beginners,$16.97,0,https://www.ebay.com/itm/Automate-the-Boring-Stuff-with-Python-Practical-Programming-for-Total-Beginners/333740042708?epid=201642099&hash=item4db474e9d4:g:yssAAOSw4CFYqMhs	
Python Programming: An Introduction to Computer Science,$8.55,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science/353197038465?epid=92388121&hash=item523c2f1b81:g:KtQAAOSw4CFYo61o	
Mathematics And Python Programming,$24.21,0,https://www.ebay.com/itm/Mathematics-And-Python-Programming/184049223562?epid=222153965&hash=item2ada30478a:g:GpgAAOSwvN1fhD9J	
"Fluent Python: Clear, Concise, and Effective Programming",$34.37,0,https://www.ebay.com/itm/Fluent-Python-Clear-Concise-and-Effective-Programming/224191240318?epid=201751378&hash=item3432d6d87e:g:2eEAAOSwtfhYqIXp	
"Python Programming In Context - Paperback By Miller, Bradley N. - VERY GOOD",$8.47,0,https://www.ebay.com/itm/Python-Programming-In-Context-Paperback-By-Miller-Bradley-N-VERY-GOOD/264719378289?epid=66681351&hash=item3da2812771:g:nqkAAOSw2SVfbaIK	
For the Absolute Beginner Ser.: Python Programming for the Absolute Beginner by,0,0,https://www.ebay.com/itm/For-the-Absolute-Beginner-Ser-Python-Programming-for-the-Absolute-Beginner-by/133544123093?epid=74227442&hash=item1f17d99ad5:g:ivwAAOSwSlBYv1fa	
Python: Python Programming: Learn Python Programming In A Day,$16.28,0,https://www.ebay.com/itm/Python-Python-Programming-Learn-Python-Programming-In-A-Day/184058367753?epid=235524034&hash=item2adabbcf09:g:gc8AAOSw4TNfhao0	
Python High Performance Programming by Gabriele Lanaro (English) Paperback Book,$41.53,0,https://www.ebay.com/itm/Python-High-Performance-Programming-by-Gabriele-Lanaro-English-Paperback-Book/391304632534?epid=203513221&hash=item5b1b92d8d6:g:nO8AAOSwx1ReKt0d	
Elements of Programming Interviews in Python : The Insider's Guide by...,$19.00,0,https://www.ebay.com/itm/Elements-of-Programming-Interviews-in-Python-The-Insiders-Guide-by/333751368196?epid=236578711&hash=item4db521ba04:g:U~sAAOSwxZ5fg-wQ	
Eric Matthes Python Crash Course  Book 1593276036,$18.00,0,https://www.ebay.com/itm/Eric-Matthes-Python-Crash-Course-Book-1593276036/284014433954?epid=204248933&hash=item42209456a2:g:XY8AAOSwmflfYsuL	
Python Programming: A 7-Day Crash Course to Learn Python Language for the Absolu,$15.33,0,https://www.ebay.com/itm/Python-Programming-A-7-Day-Crash-Course-to-Learn-Python-Language-for-the-Absolu/313246962582?hash=item48eef95396:g:I-UAAOSwFQ5fe6GM	
Python Programming For Beginners In 2020: Learn Python In 5 Days with Step-By-St,$26.94,0,https://www.ebay.com/itm/Python-Programming-For-Beginners-In-2020-Learn-Python-In-5-Days-with-Step-By-St/313157133174?hash=item48e99ea376:g:HMEAAOSwaphfF3kj	
Programming for Computations Python #150,$9.11,0,https://www.ebay.com/itm/Programming-for-Computations-Python-150/293772180477?hash=item44662fbbfd:g:MfYAAOSwm39ffsjO	
Introduction to Computing and Programming in Python by Barbara Ericson and Ma...,$26.86,0,https://www.ebay.com/itm/Introduction-to-Computing-and-Programming-in-Python-by-Barbara-Ericson-and-Ma/232030079894?epid=204311885&hash=item3606120b96:g:~6IAAOSwARZXmeM1	
Python Programming: An Introduction to Computer Science 2nd Edition,$20.00,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-2nd-Edition/373101020717?hash=item56de8dc62d:g:0hkAAOSwHmhe~OkA	
Python Programming: The Beginner's Guide To Python Programming,$14.91,0,https://www.ebay.com/itm/Python-Programming-The-Beginners-Guide-To-Python-Programming/184058497922?hash=item2adabdcb82:g:smsAAOSwmZJfiALM	
Python Programming: A Step by Step Guide Book. Learn Python Programming Language,$13.35,0,https://www.ebay.com/itm/Python-Programming-A-Step-by-Step-Guide-Book-Learn-Python-Programming-Language/381754921232?epid=234575812&hash=item58e25dd110:g:hAMAAOSw1g1fc5Dj	
Python Programming in Context,$11.62,0,https://www.ebay.com/itm/Python-Programming-in-Context/124217983182?epid=143687278&hash=item1cebf800ce:g:iZYAAOxye2lSX0Io	
ProgrammingSeries: Python Programming : An Introduction to Computer Science...,$20.00,0,https://www.ebay.com/itm/ProgrammingSeries-Python-Programming-An-Introduction-to-Computer-Science/143601598307?epid=92388121&hash=item216f527f63:g:KtQAAOSw4CFYo61o	
Python Programming Data Analytics The In-Depth Beginner's Real World Guide New,$11.95,2,https://www.ebay.com/itm/Python-Programming-Data-Analytics-The-In-Depth-Beginners-Real-World-Guide-New/193132068993?epid=7038567335&hash=item2cf7918081:g:MKoAAOSw0YxdkYDz	
Programming Concepts In Python,$19.68,0,https://www.ebay.com/itm/Programming-Concepts-In-Python/184112972396?epid=245764505&hash=item2addfd026c:g:iK4AAOSw7j5fhbcz	
"Python Programming: An Introduction to Computer Science, 3rd Ed. - VERY GOOD",$33.80,1,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-3rd-Ed-VERY-GOOD/274203354248?epid=234931902&hash=item3fd7cb2488:g:qCwAAOSwTDVfNHuJ	
Good Condition - Fundamentals of Python : Data Structures - Paperback,$19.50,0,https://www.ebay.com/itm/Good-Condition-Fundamentals-of-Python-Data-Structures-Paperback/324140914114?epid=166284262&hash=item4b784dd5c2:g:g~gAAOSwb5lenNAE	
Python Programming In A Day & Css Programming Professional Made Easy,$28.29,0,https://www.ebay.com/itm/Python-Programming-In-A-Day-Css-Programming-Professional-Made-Easy/184091485966?hash=item2adcb5270e:g:4lsAAOSwXwRfhaAW	
Qgis Python Programming Cookbook,$61.28,0,https://www.ebay.com/itm/Qgis-Python-Programming-Cookbook/184052547171?epid=211368678&hash=item2ada62fe63:g:UZMAAOSwG-dfhrgO	
Python Programming: An Introduction to Computer Science,$8.00,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science/383717642495?epid=92388121&hash=item59575a90ff:g:KtQAAOSw4CFYo61o	
Beginning Programming with Python for Dummies by John Paul Mueller‌  - ℮Ƅ0.೦k,$2.99,3,https://www.ebay.com/itm/Beginning-Programming-with-Python-for-Dummies-by-John-Paul-Mueller-0-k/143758887238?hash=item2178b28946:g:KCwAAOSwPOhfcPHY	
Python Programming: A Comprehensive Smart Approach for Total Beginners to Lea...,$59.19,0,https://www.ebay.com/itm/Python-Programming-A-Comprehensive-Smart-Approach-for-Total-Beginners-to-Lea/293783727827?hash=item4466dfeed3:g:F6MAAOSww-lfiA4T	
Python Programming : An Introduction to Computer Science John M. Zelle,$9.14,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-John-M-Zelle/274527122667?epid=92388121&hash=item3feb1774eb:g:z6QAAOSwci5fCOG-	
Python Programming Blueprints,$61.28,0,https://www.ebay.com/itm/Python-Programming-Blueprints/184052684270?epid=234645499&hash=item2ada6515ee:g:gtsAAOSwdv9fhr6J	
Web Scraping with Python Collecting More Data from the Modern Web #89,$9.15,0,https://www.ebay.com/itm/Web-Scraping-with-Python-Collecting-More-Data-from-the-Modern-Web-89/293768147010?hash=item4465f23042:g:OxYAAOSwZn9fevlL	
Python 3 Object-oriented Programming - Second Edition,$42.00,0,https://www.ebay.com/itm/Python-3-Object-oriented-Programming-Second-Edition/332859951519?epid=222089963&hash=item4d7fffc99f:g:BeoAAOSwkHFb2LSm	
Python: An Ultimate Beginner's Guide To Python Programming,$9.34,2,https://www.ebay.com/itm/Python-An-Ultimate-Beginners-Guide-To-Python-Programming/184092961777?epid=234628969&hash=item2adccbabf1:g:0gEAAOSwv9pfhaXu	
Python Programming: A Comprehensive Smart Approach for Total Beginners to Lea...,$33.87,0,https://www.ebay.com/itm/Python-Programming-A-Comprehensive-Smart-Approach-for-Total-Beginners-to-Lea/293783725256?hash=item4466dfe4c8:g:o~gAAOSw0S1fiA4B	
"Python Programming: An Introduction to Computer Science, 3rd Ed",$65.34,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science-3rd-Ed/353169742641?epid=234931902&hash=item523a8e9b31:g:6OEAAOSw91pfbNBs	
Python for Beginners: Learn the Fundamentals of Computer Programming (Paperback,$15.23,0,https://www.ebay.com/itm/Python-for-Beginners-Learn-the-Fundamentals-of-Computer-Programming-Paperback/383470611061?epid=28037496381&hash=item5948a12a75:g:EsUAAOSwC1pe5~Iz	
Python Programming: A Comprehensive Smart Approach for Total Beginners to Learn,$18.49,0,https://www.ebay.com/itm/Python-Programming-A-Comprehensive-Smart-Approach-for-Total-Beginners-to-Learn/313257225287?hash=item48ef95ec47:g:WuAAAOSwAx1fhNkR	
Python Programming: A 7-Day Crash Course to Learn Python Language for the Abs...,$28.19,0,https://www.ebay.com/itm/Python-Programming-A-7-Day-Crash-Course-to-Learn-Python-Language-for-the-Abs/293783899382?hash=item4466e28cf6:g:~0IAAOSwmRlfiDf9	
Python by Example: Learning to Program in 150 Challenges,$9.99,0,https://www.ebay.com/itm/Python-by-Example-Learning-to-Program-in-150-Challenges/333750430107?hash=item4db513699b:g:L-IAAOSweGVfgrCD	
PYTHON PROGRAMMING: 3 MANUSCRIPTS CRASH COURSE CODING WITH PYTHON DATA SCIENC...,$43.35,0,https://www.ebay.com/itm/PYTHON-PROGRAMMING-3-MANUSCRIPTS-CRASH-COURSE-CODING-WITH-PYTHON-DATA-SCIENC/293783843804?hash=item4466e1b3dc:g:e30AAOSw~sZfiC0G	
ProgrammingSeries: Python Programming : An Introduction to Computer Science...,$25.00,0,https://www.ebay.com/itm/ProgrammingSeries-Python-Programming-An-Introduction-to-Computer-Science/323895566955?epid=92388121&hash=item4b69ae226b:g:KtQAAOSw4CFYo61o	
Python Programming: A Comprehensive Beginner's Guide To Learn And Understan...,$16.62,0,https://www.ebay.com/itm/Python-Programming-A-Comprehensive-Beginners-Guide-To-Learn-And-Understan/184058376932?epid=235115631&hash=item2adabbf2e4:g:WakAAOSwiQtfhbJJ	
Programming Series: Python Programming : An Introduction to Computer Science...,$12.00,0,https://www.ebay.com/itm/Programming-Series-Python-Programming-An-Introduction-to-Computer-Science/353136882729?epid=92388121&hash=item5238993429:g:ufAAAOSwwlxexEh4	
Elements of Programming Interviews in Python: The Insiders' Guide,$28.99,0,https://www.ebay.com/itm/Elements-of-Programming-Interviews-in-Python-The-Insiders-Guide/154105575362?epid=236578711&hash=item23e16877c2:g:towAAOSwk69fb~VQ	
Introduction to Computing and Programming in Python Plus MyProgrammingLab...,$34.31,0,https://www.ebay.com/itm/Introduction-to-Computing-and-Programming-in-Python-Plus-MyProgrammingLab/124073506201?hash=item1ce35b7599:g:DbMAAOSwpkFY5Odh	
"Expert Python Programming, Second Edition",$56.84,0,https://www.ebay.com/itm/Expert-Python-Programming-Second-Edition/184051162590?epid=224020359&hash=item2ada4dddde:g:pUIAAOSwuA1fhrx8	
Python  Practical Python Programming For Beginners and Experts #84,$8.68,0,https://www.ebay.com/itm/Python-Practical-Python-Programming-For-Beginners-and-Experts-84/233728667800?hash=item366b507098:g:eFcAAOSwrJpfchQx	
"Python Programming Notebook for Computer Programmers & Developers, Python / D...",$9.76,0,https://www.ebay.com/itm/Python-Programming-Notebook-for-Computer-Programmers-Developers-Python-D/402344976737?epid=23038413777&hash=item5dada12161:g:xPkAAOSwkupfI8-7	
Python Programming: An Introduction to Computer Science,$14.99/ea,0,https://www.ebay.com/itm/Python-Programming-An-Introduction-to-Computer-Science/392070424303?epid=92388121&hash=item5b4937e6ef:g:KtQAAOSw4CFYo61o	
Python Programming: The Ultimate Beginner's Guide to Python Language Fundamental,$15.33,0,https://www.ebay.com/itm/Python-Programming-The-Ultimate-Beginners-Guide-to-Python-Language-Fundamental/313246961879?hash=item48eef950d7:g:k0UAAOSwv11fe6W9	
Python Programming:  An introduction to computer science,$15.00,0,https://www.ebay.com/itm/Python-Programming-An-introduction-to-computer-science/283556888976?epid=92388121&hash=item42054ec190:g:KtQAAOSw4CFYo61o	
Introduction to Computation and Programming Using Python [MIT Press],$15.44,0,https://www.ebay.com/itm/Introduction-to-Computation-and-Programming-Using-Python-MIT-Press/233702526976?epid=160020357&hash=item3669c19000:g:JcIAAOSw03lY5~xB	
Python Programming Books Set: Python Programming For Beginners & Complete G...,$20.10,1,https://www.ebay.com/itm/Python-Programming-Books-Set-Python-Programming-For-Beginners-Complete-G/184095343932?epid=234528392&hash=item2adcf0053c:g:WBEAAOSw4TNfhYyJ	
Python Programming for Beginners : A Comprehensive Guide to Learning the Basi...,$30.12,0,https://www.ebay.com/itm/Python-Programming-for-Beginners-A-Comprehensive-Guide-to-Learning-the-Basi/293782531855?epid=232374496&hash=item4466cdaf0f:g:vxIAAOSw6NNfh1Ui	
Gray Hat Python : Python Programming for Hackers and Reverse Engineers by Justin,$17.80,0,https://www.ebay.com/itm/Gray-Hat-Python-Python-Programming-for-Hackers-and-Reverse-Engineers-by-Justin/133485488104?epid=70953083&hash=item1f145ae7e8:g:zzUAAOSwBt5ZHCun	
Introduction to Computation and Programming Using Python: With Appli - VERY GOOD,$27.03,1,https://www.ebay.com/itm/Introduction-to-Computation-and-Programming-Using-Python-With-Appli-VERY-GOOD/274257888500?epid=221599978&hash=item3fdb0b44f4:g:-UEAAOSwInxfWn07	
